id,time,username,post,label,skipstatus,player
719509443029962752,1461039377.4992347,KnightHarv,@Dele_Alli Happy Birthday Bami ????????????????,,,
719509473170219009,1461029780.2295942,khaldi26,@DZfoot @vardy7 @Mahrez22  vive mahrez,,,
719509528165949440,1461039377.4922025,GerrardsPrime,"@shane19831 @premierleague @Dele_Alli bet you said that about Kane too, idiot",,,
719509663973314560,1461039377.4807124,PulseGhanaSport,"Join us in wishing @SpursOfficial star, @Dele_Alli a Happy Birthday as he turns 20 today.#BPL #COYS #FACup #EURO2016 https://t.co/nALPIzAaNn",,,
719509755396497408,1461039377.4776993,tracytruran,Happy birthday @Dele_Alli #COYS #THFC #birthdayboy xx,,,
719509792700690432,1461039377.4766965,CheapPanini,"Alarmed to discover a crushing lack of @Dele_Alli in the Euro2016 sticker album. Boo! Oh well, we'll just draw our own, extra wonky  version",,,
719509861810065408,1461039377.4716506,IvanPaulVerghes,Happy Birthday @Dele_Alli Loved the goal yesterday! @Spurs_India @SpursOfficial,,,
719509863576047616,1461039377.4696472,the_sev,"HAPPY 20th BDAY @Dele_Alli 
https://t.co/Y1jkaN5PJ1",,,
719509928520638464,1461030294.4569573,lucashfernandez,#Ranieri Recupero y convencio a sus dirigidos. @vardy7 Intratable!!! Estamos hablando de un jugador que en 2011-12 jugaba en @ftfc,,,
719510012821966848,1461029437.5438635,Abby_32_9,Manchester calling? @PSG_inside  @Ibra_official  @aguerosergiokun @MCFC @ChampionsLeague https://t.co/NfSVM7uEJe,,,
719510030916128768,1461039377.4641974,MrDanielByrne,RT @suzannethfc: @Dele_Alli happy 20th birthday Dele! ???????????????????????? https://t.co/DXavQsIP3v,,,
719510079079321600,1461029437.5430672,aveagudun,@MCFC @aguerosergiokun amazing not only goals he's like a formula 1 car Fast Aerodynamic Holds Well don't know how stays on feet sometimes,,,
719510152194469889,1461039377.4611864,GOtvNg,Our #MCM is the talented @Dele_Alli. RT to wish him a happy birthday. Red Devils don't be mad at him ;) #GOtvNews https://t.co/NFAV7DJjFM,,,
719510234994188288,1461030294.45195,SilvaGeoff,Never thought I would see the day..  many congratulations to Leicester @GaryLineker @_manishbhasin @vardy7 https://t.co/JiFFQiqj7E,,,
719510331580485636,1461030294.4499474,IFManiacs,@vardy7 Congratulations for your performance as well as your team's yesterday!,,,
719510385783648260,1461030294.4469433,GolDiTacco,#Leicester non si è mai troppo grandi per credere alle favole https://t.co/R2nHqSGJmR @vardy7 @claudioranieri9 #Ranieri #Vardy #Premier,,,
719510405459087360,1461039370.4092982,KerryHarrison2,@Dele_Alli happy birthday (hope the celebrations will continue from yesterday's glorious win!),,,
719510437461499904,1461039370.4072845,Spurs_India,".@Dele_Alli ke janmdin ke avsar par aaiye unke sabse chulbule pal enjoy karein: ????????
???? https://t.co/RSne2WrARE
#COYS https://t.co/BxE",,,
719510508051787776,1461039370.4052935,_internerd,"RT @CheapPanini: Alarmed to discover a crushing lack of @Dele_Alli in the Euro2016 sticker album. Boo! Oh well, we'll just draw our own, ex…",,,
719510536275234816,1461039370.404292,AmAnVaJa,@Dele_Alli Happy Birthday Fella. Hope you have a fantastic day and night celebrating and make sure @ericdier gets the round in ???? ???? ???,,,
719510546538700800,1461039370.40229,HotspurHD,"- Sealed with a kiss, happy 20th birthday to @Dele_Alli // #thfc https://t.co/NysdfQzsWk",,,
719510724591099904,1461039370.3962677,markcossons,Happy birthday @Dele_Alli there's not a day that goes by without me watching a waving video #happybirthdaylegend,,,
719510737199239168,1461039370.3942645,Flib5SOS,"RT @HotspurHD: - Sealed with a kiss, happy 20th birthday to @Dele_Alli // #thfc https://t.co/NysdfQzsWk",,,
719510842975350785,1461029780.2275565,dahmani_amani,@Mahrez22 @BelfodilIshak19 je te souhaite le bon chance hrouza dans votre club ????,,,
719510861392556032,1461039370.3862545,AGreenberg22,"A very happy birthday to the original Hot Chocolate, @Dele_Alli #Legend #COYS https://t.co/u48MIpKVKG",,,
719511051113508864,1461039370.37316,adidasUK,The Boss with 20/20 vision. Happy 20th birthday to @Dele_Alli. #ACE16 #BeTheDifference https://t.co/j3v1SwlbJ0,,,
719511107489165312,1461039370.3701606,JackWebster25,RT @adidasUK: The Boss with 20/20 vision. Happy 20th birthday to @Dele_Alli. #ACE16 #BeTheDifference https://t.co/j3v1SwlbJ0,,,
719511162602266624,1461039370.3641493,Varelaology,"@adidasUK @Dele_Alli he fucking scored against us yesterday and were your biggest deal, delete",,,
719511174585442304,1461039370.3631482,footy_com,@adidasUK @Dele_Alli https://t.co/gstpXarjoo,,,
719511194374127616,1461039370.3611455,TheEnglishPele,@adidasUK @Dele_Alli delete,,,
719511280663556100,1461039370.3591547,carlcampbell808,"@Dele_Alli Happy birthday young Dele, and thank you #COYS",,,
719511384191602689,1461039370.3541546,Ethdog1,@Dele_Alli happy birthday brother keep up the good work,,,
719511391724437504,1461039370.3531342,VictorIwuoha1,When you and @Dele_Alli have the same birthday ??????????????,,,
719511776384192512,1461029437.537399,sheldonphilips1,@Benzema and @aguerosergiokun are not even considered !! https://t.co/LPZgPSvQGW,,,
719511909897216000,1461039370.3342328,7rjones7,Happy birthday @Dele_Alli !!  https://t.co/U3r1oRJFOB,,,
719512060678311936,1461039370.3252215,BrightChux,Happy birthday @Dele_Alli God bless ur new age. https://t.co/3D0ao6t8UJ,,,
719512204312240128,1461039370.316195,Anthony_LGon,Happy birthday @Dele_Alli 20 years old and on top of the world,,,
719512229448515585,1461036492.7650206,bw_vl,"@MC_of_A Ha, I was wrong about which moment, I meant right before he released @ChrisEriksen8 for the assist",,,
719512382138150912,1461039370.3091853,brasilspurs,"???? ???? ???? Happy 20th birthday, @Dele_Alli! ???? ???? ????
#COYS https://t.co/oD52Xpi320",,,
719512397787082752,1461030294.4429386,Clive_A_Boyce,RT @SteveWalsh5: INCREDIBLE-smashed the premiership all season from start to finish! @vardy7 class! @Wes5L1nk Rock @lcfc #FEARLESS https://…,,,
719512525289742336,1461039370.302461,DebbiesDuck,Don't let him go ! #COYS #THFC Happy Birthday @Dele_Alli Super performance by team yesterday &amp; rare win over #mufc https://t.co/oj5Us2X8,,,
719512683226230784,1461039367.4477322,NickyHayesPhoto,@Dele_Alli @SpursOfficial Loving this image of the happiness on Spurs fans faces after Dele Alli's goal yesterday. https://t.co/D4ktpbsY1d,,,
719512708413059073,1461030294.4409359,PaulM618,@talkSPORT @VancityReynolds @FuchsOfficial @vardy7 @Kristine1227,,,
719513016354664448,1461039367.4387193,NormanGiller,Many happies @Dele_Alli You've built a 20-year foundation to your life.Now onwards &amp; upwards https://t.co/DlyKPzaoR6 https://t.co/YPDKix,,,
719513095392096256,1461039367.4357276,Nylahbeecoys,@Dele_Alli happiest of birthdays! Congrats on surviving the teenage years and have a fab day ???????????????????????????????????????????????,,,
719513226707406849,1461039367.4287071,graeme_linley,"@Dele_Alli - have a great 20th birthday. Great performance, great result. #COYS",,,
719513260878389248,1461029437.5333965,lucashfernandez,"Hablando del @MCFC . Todavía me resulta inexplicable que haya gente que discuta a @aguerosergiokun ! Jugador tremendo y exiquisito, goleador",,,
719513292272758784,1461039367.426701,colingrazier1,@Z_PearsonTHFC @Dele_Alli @SpursOfficial @Dele_Alli @SpursOfficial brilliant,,,
719513326909329408,1461030294.4369311,leejoshuarose1,We Are Living the Dream New Town Records https://t.co/Nk7CGHwmAS via @AmazonUK @GaryLJ @vardy7 @Wes5L1nk @kschmeichel1 @LCFC @,,,
719513542685302784,1461029437.531394,lucashfernandez,"@aguerosergiokun Lleva una excelente temporada, como desde que llego a Europa!",,,
719513756426989570,1461029780.2255466,leejoshuarose1,We Are Living the Dream New Town Records https://t.co/Nk7CGHwmAS via @AmazonUK @Jeffrey_Schlupp @robert_huth @Mahrez22 @dannysimpson,,,
719513878976143360,1461039367.4095855,Sporty_talkylad,@adidasUK @Dele_Alli birthday giveaway? ????,,,
719513892662157312,1461039367.4085846,THFCechoofglory,Happy Birthday to this guy! @Dele_Alli To think we are the same age and he is a future superstar #THFC https://t.co/NpVLP9B2gt,,,
719513990137790464,1461039367.4065855,Sporty_talkylad,@Dele_Alli hb delstroyer!,,,
719514191724474368,1461039367.3965795,StevieJ_23,Happy birthday to the boy wonder @Dele_Alli! #COYS https://t.co/LMVFOH9LjF,,,
719514207935406080,1461039367.395578,fitzsimmoms,@Dele_Alli happy birthdayyy enjoy your day ????????????????????,,,
719514329733808134,1461039367.39256,chico_protegido,"RT @Spurs_ES: ¡Por supuesto, en tal día como hoy no podemos dejar de acordarnos de este momento, @Dele_Alli!
¡Felicidades! #COYS
https://t.…",,,
719514439918174209,1461039367.38547,tyler_skelly,Happy birthday young stud @Dele_Alli #Coys,,,
719514476442165248,1461030294.4339275,JPR4LIFE,@vardy7 mate I'm new to the area. Give me some good places to go !!,,,
719514496071548928,1461029437.5284095,PsvStany,@MCFC @aguerosergiokun deserves to become all time top scorer,,,
719514754319007748,1461039367.3677762,PMGWIT,"@Dele_Alli 

Happy Birthday Dele ..Your a great player already.Spurs Legend .Enjoy your day",,,
719514754600038400,1461039367.3667867,Z_PearsonTHFC,@colingrazier1 @Dele_Alli @SpursOfficial Thank you so much,,,
719515121521946625,1461030294.4309235,MartinaGiuliano,RT @GolDiTacco: #Leicester non si è mai troppo grandi per credere alle favole https://t.co/R2nHqSGJmR @vardy7 @claudioranieri9 #Ranieri #Va…,,,
719515133261778944,1461039367.3597634,lennoxfors,RT @StevieJ_23: Happy birthday to the boy wonder @Dele_Alli! #COYS https://t.co/LMVFOH9LjF,,,
719515241672007680,1461039367.3537588,DallasSpurs,"Yesterday, @Dele_Alli scored his last goal as a teenager. Happy 20th Birthday,… https://t.co/e1mHpBDIYt",,,
719515248424808448,1461039367.3527575,JTCG1997,Would like to say Happy Birthday  to @Dele_Alli another great goal yesterday! I'll just leave this pic ???????? https://t.co/CfArySGpMQ,,,
719515248533876737,1461039367.351753,Naeem95_,@Dele_Alli Man Like Bamidele ????,,,
719515270847574016,1461030294.428921,Iam_arihoezra,@NTV_Omumuli @LCFC @premierleague @vardy7 @IsmaelKiyonga they can't,,,
719515296600604674,1461029437.5247896,nevin1223,#CityComps I just entered an EA SPORTS FIFA 16 for Xbox One giveaway signed by @aguerosergiokun! https://t.co/8DXdcj7RDj,,,
719516013025501185,1461039364.4160242,AssistOfMata,@Dele_Alli elite.,,,
719516016938586116,1461039364.414022,Lulsco,@Dele_Alli IDOLO,,,
719516019937669120,1461039364.4130235,Ancelottied,@Dele_Alli but u act like 10,,,
719516020311007232,1461039364.4120224,jamiethfc_,@Dele_Alli ffs dele????,,,
719516022705938432,1461039364.4100258,P1N_tv,@Dele_Alli not funny,,,
719516023020498944,1461039364.4090214,camspurs,@Dele_Alli banter,,,
719516029173559296,1461039364.4070158,michaelothfc,@Dele_Alli gay boy,,,
719516045820760064,1461039364.4010086,ZackRShooter,@Dele_Alli banta banta,,,
719516058193895424,1461039364.392999,DesLegend,@Dele_Alli wow our new Legend deleeee,,,
719516071242436608,1461039364.3889868,phillyshellpr,@Dele_Alli Hahaha you were!!! Happy Birthday mate! #COYS,,,
719516085024866304,1461039364.3789177,KristineRM12,@Dele_Alli happy birthday????????????,,,
719516086979469312,1461039364.3779163,poppydolphin22,@Dele_Alli fs Dele????,,,
719516095305117696,1461039364.3749158,chloespittalk,@Dele_Alli ffs Dele,,,
719516097641332736,1461039364.3729248,iamshaneya,@Dele_Alli LOLLPLOL,,,
719516106537484289,1461039364.3699055,alvaro_lopez99,RT @Ancelottied: @Dele_Alli but u act like 10,,,
719516120378667008,1461039364.357941,andrewedward__,@Dele_Alli bbbbbanter,,,
719516120420589568,1461039364.3569398,itcouldbedanny,@Dele_Alli MI IDOLO ????,,,
719516125189550080,1461039364.3549168,MarcNotMark91,@Dele_Alli boring????????,,,
719516131254513664,1461039364.3539102,jackdavis97,@Dele_Alli my brother. You are theeee best.,,,
719516131611033601,1461039364.352906,RFC_Charlie,@Dele_Alli https://t.co/hhmyohrbPp,,,
719516139018174464,1461039364.3499005,HaskellKyle17,@Dele_Alli Happy Birthday ???????? #COYS,,,
719516144529444864,1461039364.3438468,britneyvetter99,@Dele_Alli banter level ????. ????????????????????????????????????????????,,,
719516155552129024,1461039364.3388402,Vishal_546,@Dele_Alli happy birthday mate! ????,,,
719516163965902849,1461039364.3348114,KezzaKeane,@Dele_Alli haha very good ???? Happy birthday superstar xx,,,
719516168017412096,1461039364.3308141,SpursThailand,@Dele_Alli Happy Birthday ???? again :3 ???? https://t.co/CR88SOSsca,,,
719516179421859840,1461039361.2865686,koppelyid,@Dele_Alli Keep your dayjob mate,,,
719516179702919168,1461039361.2855673,CallumRWilliams,@Dele_Alli happy birthday Alli,,,
719516195788103680,1461039361.2815769,nibsygavin,@Dele_Alli  geeeeeeeeeeezzzzzaaaaaaaaa!!,,,
719516198635970560,1461039361.2795632,OnlyTheSuave,@Dele_Alli you're so funny omg wow teach me it's funny because it was your birthday yesterday hahahahahaha good one hahaha lool,,,
719516224682647552,1461039361.2685444,slimboydim,"@Dele_Alli 

Happy Birthday Pele, Have a great day.

COYS",,,
719516226544910337,1461039361.2665277,EPompey12,"@Dele_Alli it was my birthday yesterday, pls say happy birthday",,,
719516232005873664,1461039361.262519,JackH_THFC,@Dele_Alli Dele ffs????,,,
719516244072927233,1461039361.2615178,SCHNElDERLIN,@Dele_Alli kys,,,
719516250632818688,1461039361.2595153,Spellvr,@Dele_Alli Unreal banter,,,
719516253308719104,1461039361.2565114,CookPassTim,"@Dele_Alli You were mate, that's how birthdays work.",,,
719516254902579200,1461039361.2555134,Sadikshya_,"@Dele_Alli Ha ha ! Happy birthday lad ! Even tho u beat the crap out of us yesterday, still like you ! Have fun",,,
719516262385250305,1461039361.2535064,DJBreathless_,@Dele_Alli dele Alli for the banter d'or,,,
719516268701818880,1461039361.2494974,Dierbolic,@Dele_Alli HAHAHAHA ily,,,
719516305947275265,1461039361.2344785,OrangeEddie1000,@Dele_Alli HAPPY BIRTHDAY GEEZA!!,,,
719516309248204801,1461039361.2314699,waseem470,@Dele_Alli u legend give me ur number,,,
719516334476902400,1461039361.2254744,JohnRyanStyle,@Dele_Alli you wait till your in your 30's m8 lol keep ur nut down and smash it up well done so far keep it up #COYS,,,
719516336712343554,1461039361.2234564,JamesWare12,"@Dele_Alli get up too much yesterday? #COYS, #inPochwetrust",,,
719516345172434944,1461039361.213751,robert_burke3,@Dele_Alli flies* xx,,,
719516346745253888,1461039361.21275,JVV32,Happy birthday @Dele_Alli love you,,,
719516362025123840,1461039361.2107506,Joe_Hitchings,@Dele_Alli you joker,,,
719516362226462720,1461039361.209749,westwing81,Happy 20th Birthday @Dele_Alli enjoy your celebrations!!,,,
719516377250406400,1461039361.2067447,JackH_THFC,@Dele_Alli Still love you despite this,,,
719516411178180608,1461039361.1886866,Jgriggs98,@Dele_Alli Happy Birthday legend https://t.co/HCZFpwPgtz,,,
719516442685784064,1461039361.1858046,DarrenAFCTU,@Dele_Alli how is your name pronounced; is it del'i' or del'e'?? #WeNeedToKnow :'),,,
719516448079679490,1461039361.1826634,OhReggaeReggae,"@Dele_Alli @Domcollins94 comedian and footballer, all in a day's work",,,
719516479264305152,1461039361.1736507,SwampJankins,@Dele_Alli happy birthday it's been a joy watching you this season. Looking forward to many more. #COYS,,,
719516492224552961,1461039358.8022554,harrykanes,@Dele_Alli more advanced humor now that youre an adult obviously,,,
719516498377609217,1461039358.800212,Pigpen2973,@Dele_Alli Happy Birthday from Florida!,,,
719516503033442308,1461039358.799199,ffsdarnel,@Dele_Alli baller you are,,,
719516526554910720,1461039358.7951946,legitlydiaaa,@Dele_Alli Happy Birthday Alli ! Sweet goal last night,,,
719516548486987776,1461039358.793163,kluless,@YouAreMyArsenal @dreamteamfc @LiamPLEdwards @Dele_Alli @Arsenal @SpursOfficial sad but true,,,
719516607685505024,1461039358.7831135,MatMob,"@Dele_Alli Congrats, mate!
#worldclass",,,
719516626186551300,1461039358.777154,Mohammed__P,@Dele_Alli fucking hell hahahahahha,,,
719516627348406272,1461039358.7761528,DanRMiles,@Dele_Alli #dadjokes,,,
719516640652693504,1461039358.7731495,Fvck_human,@Dele_Alli how long have you been waiting just to drop that bar ????????????????????,,,
719516640979902464,1461039358.772151,13jwargate,@Dele_Alli happy birthday ex radcliffe student now professional footballer,,,
719516659803795456,1461039358.7671418,kitwing3662,@Dele_Alli happy birthday alli!,,,
719516664044396545,1461039358.7641506,hy0pe,"RT @rhysjamesy: Just wanna say a huge happy birthday to the most important person in my life right now, my true love, @Dele_Alli .",,,
719516682830684160,1461039358.758129,kadie0817,Happy birthday @Dele_Alli  my son is your biggest fan https://t.co/Xqb9VljBRl,,,
719516691114418176,1461039358.7548506,All_Time_Lozil,@Dele_Alli banterous fucker,,,
719516712492785664,1461039358.7508614,Phillip_Online,@Dele_Alli https://t.co/LfIvZ4wnrr,,,
719516732717678592,1461039358.7498448,TGPips,@rhysjamesy @Dele_Alli They will break your heart eventually. They always do.,,,
719516764904644610,1461039358.7418532,lau_fran,@Ancelottied @Dele_Alli What do you mean?? https://t.co/ii9ONNENfk,,,
719516772383223809,1461039358.7408626,WarAndSetPiece,@jeevaanv @Dele_Alli the joke was so good I let him off,,,
719516772974637056,1461039358.7398665,Dele_Allli,Happy Happy Happy Happy Happy Happy birthday again to you @Dele_Alli! ???? I really think that @ericdier should spoil you today! Enjoy! ????,,,
719516777273782273,1461039358.7378662,georgesweetlove,@Dele_Alli https://t.co/8c2wieGKXK,,,
719516788476768257,1461039358.7368462,jsk_247,@Dele_Alli come to Liverpool where you belong,,,
719516802141810688,1461039358.7331126,FootballRascal,Making dad jokes is a definite sign of getting older @Dele_Alli  https://t.co/ro1zzAbIf9,,,
719516816775770113,1461039358.7280939,OleOleBastian,@Dele_Alli @SimplyWilsh_ you are not funny,,,
719516843749306369,1461039358.7190154,HakonRF,@Dele_Alli glad i deg,,,
719516856093163520,1461039358.7110047,RaggedHotspur,"@Dele_Alli If that's what you do on the eve of your 20th birthday, I can't wait to see what you do as you're about to turn 21! #delealli",,,
719516897998479361,1461039358.7054946,thfcJames_,"RT @CookPassTim: @Dele_Alli You were mate, that's how birthdays work.",,,
719516900355473408,1461039358.704291,MCMattSally,"@Dele_Alli Many happy returns, legend. My little lad (Finn, 6) told me to wish you Happy Birthday from him too. Have an absolute belter.",,,
719516942940446721,1461039358.700465,Z_PearsonTHFC,@Dele_Alli Dele's got jokes ????,,,
719516956987105281,1461039358.6959689,Colwell94,@CookPassTim @Dele_Alli jeez what a fucking idiot,,,
719517000440143872,1461039355.9304748,KenanLettin,@Dele_Alli @_hollywinspear ????????????,,,
719517010678427653,1461039355.9294765,matthtml,@Dele_Alli happy birthday lad x,,,
719517044090277888,1461039355.917058,FahadKhalid_4,@Dele_Alli don't you just hate those naive teenagers?,,,
719517131965120512,1461039355.8986163,DanielSealey199,@Dele_Alli ayyyy great banter ????????????????,,,
719517133697323012,1461039355.8954213,DontPjanicBro,@Dele_Alli fireflys,,,
719517136641724417,1461039355.8931925,Yedlinho,@Dele_Alli https://t.co/Ia6Qw1kzYB,,,
719517137933623296,1461030290.2607224,MalcolmMaitreya,@Nazdarapper @vardy7,,,
719517189414481920,1461039355.8767376,MaseB_UK,@Dele_Alli Bamidele the Banterlope ????,,,
719517207571664896,1461039355.8747306,BeingBolasie,@Dele_Alli go back to school,,,
719517210499248128,1461039355.8737128,ThePepEra,@Dele_Alli come play under pep mate,,,
719517214139756544,1461039355.8722134,vincebrownphd,"@Dele_Alli, happy belated birthdaybirthday. I know the feeling - my birthday was the 9th. Congrats on scoring on Sunday!",,,
719517244984856576,1461039355.8571684,BeingBolasie,RT @waseem470: @Dele_Alli u legend give me ur number,,,
719517261346828288,1461039355.8521655,DiscoDave66,@finlaywaka @Dele_Alli https://t.co/mXKnVX0YHL,,,
719517270540615684,1461039355.8508012,ToBeContenued,@dele_alli you may not be 19 anymore but you'll always be a paki,,,
719517286751711232,1461039355.8476846,MrGalanRM,"Eres muy bueno pero estos tuits de mierda te hacen bajar mucho, colegui @Dele_Alli",,,
719517333694386176,1461039355.8356886,OfficiallyMineh,@Dele_Alli @JackWilshere is better than youu,,,
719517355127279616,1461039355.830679,AaronO13,"@Dele_Alli POCH ONLY WANTS THE BEST BANTER DELE, COME ON...",,,
719517445271126016,1461039352.4199152,shivaan4,"@Dele_Alli you spelt flies wrong, it's flies... Not flys.

#Nogrammar
#spuds",,,
719517477714182144,1461039352.4159255,ClarinaMyra,What an amazing player!!!! #20 his Jersey and his age ! @Dele_Alli Happy Birthday!!! Keep on playing amazing football :),,,
719517480813780992,1461039352.4149091,OhMangala,@Dele_Alli @mcfc bid 120 million now,,,
719517482013310977,1461039352.4139106,tomackyyy,@Dele_Alli @JocularJxhn Dele fucking Nutmeg,,,
719517533125132288,1461039352.4008946,Ancelottied,@lau_fran @Dele_Alli https://t.co/rcLBuZ7v6L,,,
719517585260351488,1461039352.3890526,pranaystrikes,@Dele_Alli daddy!,,,
719517603711094784,1461039352.3800395,Simmo242,"@Dele_Alli happy birthday! Great performance yesterday, certainly made my birthday today all the better! #COYS",,,
719517605707583489,1461039352.3780227,britneyvetter99,@Dele_Alli why are you like this? ???????????????????????????????? https://t.co/wHEjynvyzb,,,
719517618877702150,1461030290.2597196,bunnya577,@NTV_Omumuli @LCFC @premierleague @vardy7 @IsmaelKiyonga @DhakabaKigongo @AllanDarren @DavidLumansi @MauriceMugisha @bunnya577,,,
719517635428413440,1461039352.3689976,FestyJay,@dele_alli Didn't have to score against us yesterday lad.,,,
719517649974206464,1461039352.3669894,DecPell96,???????????? fucking love you @Dele_Alli  https://t.co/5UbddR6zW4,,,
719517686926020608,1461039352.3589945,xcvxxvc,@CookPassTim @Dele_Alli oh dear Tim,,,
719517688595283968,1461039352.3579814,danieljohn4,@Dele_Alli @duarte_porto87,,,
719517714998562816,1461039352.348967,shexwore,@ThePepEra @Dele_Alli looool unreal banter,,,
719517751010791424,1461039352.3449655,FerdunOsman,@Dele_Alli Happy Birthday - COYS,,,
719517762654179328,1461039352.3399556,cmcfadden97,@Dele_Alli or 13.... https://t.co/CXLmbVx3OT,,,
719517841909813248,1461039348.9584925,STEFFIBIZNESS,"????????????????????????RT @Dele_Alli: How times flys, Feels like just yesterday I was 19",,,
719517882997207040,1461039348.949476,thfcJamess,@Dele_Alli delet,,,
719517883085271044,1461039348.9484751,KieranJones1995,@Dele_Alli poor from you this,,,
719517891352203264,1461039348.9437466,Firminoholic,Gerrard-Esque @Dele_Alli https://t.co/bc7ArJnbnd,,,
719517910964793344,1461030290.2577171,davepj81,"@vardy7 well played, champions league well deserved! congrats on 20+ goals.",,,
719517915188486144,1461039348.938756,j4ydivision,@Dele_Alli @MainManAbduIIah oh fuck off,,,
719517938882113536,1461039348.935724,aimun,@Dele_Alli I'm comin over for cake,,,
719517940442382336,1461039348.9347231,TottenhAmerican,@Dele_Alli Happiest of Birthdays mate! #COYS,,,
719517962215026688,1461030290.2557154,MXMM770,@realcoholic @GentlemanMadrid @vardy7 ?????,,,
719517963976646656,1461039348.9256926,MyManDeGea,@MysticalMemphis @Dele_Alli time fly feel like i was 19 yesterday oh well,,,
719517986575491072,1461039348.9206474,Spurs_MAS,"On his birthday, we figured we'd relieve why @Dele_Alli is so special to us.
#TogetherTHFC
#COYS https://t.co/TcuwlZn47t",,,
719517998525104128,1461039348.9176302,eddy10pietersen,@Dele_Alli flies,,,
719518018108264448,1461039348.9086187,asierkd,@Dele_Alli felicidades miniño,,,
719518097279959040,1461039348.9016213,omar_reddevil,@Dele_Alli but you were 19 yesterday!,,,
719518172051873793,1461039348.8886235,FIFASolved,@Dele_Alli Happy Birthday Dele ???? been my favourite player since Cambridge #TheFuture #Legend,,,
719518196114567168,1461039348.8846188,leonm694,@Dele_Alli @Jwarrickx,,,
719518211939647492,1461039348.8806262,MysticalMemphis,@MyManDeGea @Dele_Alli Ffs,,,
719518222605803520,1461039348.8785586,Jamie_Eyles,"@Dele_Alli Awful patter, automatic 3-0 win to United",,,
719518224623255553,1461039348.8767414,5secondsof_leah,Happy 20th birthday @Dele_Alli ???? have a gooden! ???? #COYS https://t.co/IVfZxMPbWv,,,
719518236564439040,1461039348.8737378,MyManDeGea,RT @MysticalMemphis: @MyManDeGea @Dele_Alli Ffs,,,
719518247876501504,1461039348.8667321,uptheboro75,@Dele_Alli happy birthday mate what an amazing future ahead you have .,,,
719518254734143488,1461039348.8647265,Tonyparko99,@Dele_Alli @Reginaldmakori8 your a cunt alli,,,
719518281300905984,1461039348.857712,Jwarrickx,@leonm694 @Dele_Alli he's class,,,
719518292529045504,1461039348.8516867,sophiejlsfan,"RT @Spurs_MAS: On his birthday, we figured we'd relieve why @Dele_Alli is so special to us.
#TogetherTHFC
#COYS https://t.co/TcuwlZn47t",,,
719518314364608513,1461039348.8467119,arrapeachykeen,@Dele_Alli ????????happy birthday,,,
719518371390341120,1461039346.2614632,JohnHoolan,"Has the potential to be the most exciting and gifted player since Gazza, perhaps of all time.
 
Happy Birthday @Dele_Alli @SpursOfficial",,,
719518448884269057,1461039346.2514336,AndersAntics,@Dele_Alli https://t.co/djqyikSIt7,,,
719518499790565376,1461039346.2464275,sophiejlsfan,@Dele_Alli ???? happy birthday ????,,,
719518516962050049,1461039346.2434185,AmitCOYS,@Dele_Alli but you were 19 yesterday Idolo ????,,,
719518532552273920,1461039346.2414012,ChrisAdams42,"Happy Birthday @Dele_Alli, he will be absolutely HUGE! have a gooden, you deserve it",,,
719518532720009216,1461039346.240412,sophiejlsfan,@Dele_Alli follow me please ????????,,,
719518591293517825,1461039346.2323134,FamieRednap,@Dele_Alli Well played young man I remember back when Zzzzz,,,
719518592107155456,1461039346.2313097,AyozePxrez,@Dele_Alli god sake,,,
719518705252601856,1461039346.2092257,lau_fran,@Ancelottied @Dele_Alli Oh come on he was 10 then actually.,,,
719518712823296000,1461039346.207223,HarshM_16,@poppydolphin22 @Dele_Alli As if the real Dele was'nt enough to scare the opponent defenders! ????????,,,
719518840208625665,1461039346.1858382,GrandiosoAtleti,@Dele_Alli god,,,
719518914334584832,1461030290.2507074,Cakesbyleon1,Well done boys @vardy7 @16DrinkwaterD @robert_huth @dannysimpson @Demarai7 @LCFCofficial you should all be proud!!! https://t.co/y5SHajnM5T,,,
719519008983265280,1461039340.9682643,nickharrison_,@Dele_Alli Happy Birthday Del Boy #COYS,,,
719519135135244288,1461039340.9441926,_Abu_Bakar,@dele_alli Birthday boys of '96 be like: Yo boy Yesterday I was 19,,,
719519141816889344,1461039340.943192,beatsbydreUK,"Goal yesterday. Birthday today. #ChargedUp @Dele_Alli

Shop Powerbeats2 Wireless: https://t.co/UayiVlafIT https://t.co/lf5yI1RQmm",,,
719519176839335937,1461039340.9361625,zackj28,Love @Dele_Alli 's banter ????,,,
719519192215654400,1461039340.9301393,fweeboh,@Dele_Alli it's flies not flys,,,
719519203984859136,1461039340.9294484,tdunn07,@Dele_Alli waving goodbye to his teenage years like  ???? Happy Birthday champ!  https://t.co/Qp4WQ2IjXy,,,
719519206325239808,1461039340.9283867,GlennSpursFC,@Dele_Alli Happy birthday Del boy! https://t.co/hEsL0aoWR6,,,
719519215624003585,1461039340.9271364,javiol96,@Dele_Alli #elHumor,,,
719519278047825921,1461039340.9151213,TurvilleGeorgia,@Dele_Alli happy birthday gorgeousss???? https://t.co/anxJnCHVYg,,,
719519299757588482,1461039340.9101298,RyanBailey_thfc,@Dele_Alli good from you Del Boy,,,
719519301825339392,1461039340.9091403,chaplinl,Happy birthday @Dele_Alli  ?????????????#COYS,,,
719519320397758464,1461039340.905213,curlycaff,"@Dele_Alli happy birthday, I've just spent the afternoon getting nutmegged by 8 year olds thanks to you - you're a hero ????",,,
